Date / Statut,Vol,De,Arrivée Planifiée,Départ,Arrivé,Durée,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
"dim, 24. sept 2017 09:00 EDT A Atterri",S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),09:00 EDT,08:15 AST à temps,09:00 EDT à temps,45m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"dim, 24. sept 2017 09:11 EDT A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),09:11 EDT,08:24 EDT 1 h 14 min retard,10:00 EDT  49 min retard,1h 35m,,,,,
"dim, 24. sept 2017 09:20 EDT A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:20 EDT,07:38 EDT 23 min retard,09:14 EDT 6 min tôt,1h 35m,,,,,
"dim, 24. sept 2017 09:25 EDT A Atterri",IK2654 KAR2654 Angara Airlines (IK / AGU),Sao Paulo (GRU / SBGR),09:25 EDT,03:25 UTC-03 à temps,09:25 EDT à temps,6h 59m,,,,,
"dim, 24. sept 2017 09:30 EDT A Atterri",S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),09:30 EDT,09:00 EDT à temps,09:30 EDT à temps,30m,,,,,
"dim, 24. sept 2017 11:09 EDT A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:09 EDT,07:41 EDT 27 min retard,11:08 EDT à temps,3h 26m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"dim, 24. sept 2017 11:10 EDT A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:10 EDT,07:34 EDT 24 min retard,11:04 EDT 6 min tôt,3h 29m,,,,,
"dim, 24. sept 2017 12:59 EDT A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),12:59 EDT,10:58 EDT 9 min retard,12:33 EDT 26 min tôt,1h 34m,,,,,
"dim, 24. sept 2017 13:10 EDT Annulé",JY216 InterCaribbean Airways (JY / IWY),Providenciales (PLS / MBPV),13:10 EDT,,,1h 10m,,,,,
"dim, 24. sept 2017 13:15 EDT A Atterri",TX556 FWI556 Air Caraïbes (TX / FWI),Paris (ORY / LFPO),13:15 EDT,10:41 CEST 1 h 11 min retard,13:59 EDT 44 min retard,9h 17m,,,,,
"dim, 24. sept 2017 13:15 EDT A Atterri",9Q601 Caicos Express Airways (9Q / CXE),Providenciales (PLS / MBPV),13:15 EDT,12:00 AST à temps,13:15 EDT à temps,1h 15m,,,,,
,,,,,,,,,,,
"dim, 24. sept 2017 13:30 EDT A Atterri",S615 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),13:30 EDT,13:00 EDT à temps,13:30 EDT à temps,30m,,,,,
"dim, 24. sept 2017 13:30 EDT A Atterri",JY211 InterCaribbean Airways (JY / IWY),Flag of Haiti Cap-Haitien (CAP / MTCH),13:30 EDT,13:10 EDT à temps,13:30 EDT à temps,20m,,,,,
"dim, 24. sept 2017 13:30 EDT A Atterri",JY217 InterCaribbean Airways (JY / IWY),Flag of Haiti Cap-Haitien (CAP / MTCH),13:30 EDT,13:10 EDT à temps,13:30 EDT à temps,20m,,,,,
"dim, 24. sept 2017 14:00 EDT A Atterri",S6305 Flag of Haiti Sunrise Airways (S6 / KSZ),Havana (HAV / MUHA),14:00 EDT,12:00 CDT à temps,14:00 EDT à temps,2h,,,,,
"dim, 24. sept 2017 14:35 EDT A Atterri",DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),14:35 EDT,11:39 EDT 9 min retard,14:24 EDT 11 min tôt,2h 45m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"dim, 24. sept 2017 15:52 EDT A Atterri",B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),15:52 EDT,16:19 EDT 2 h 24 min retard,17:52 EDT 2 h 0 min retard,1h 32m,,,,,
"dim, 24. sept 2017 16:35 EDT A Atterri",AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),16:35 EDT,14:42 EDT 12 min retard,16:18 EDT 17 min tôt,1h 35m,,,,,
"dim, 24. sept 2017 16:45 EDT A Atterri",S617 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),16:45 EDT,16:15 EDT à temps,16:45 EDT à temps,30m,,,,,
"dim, 24. sept 2017 17:17 EDT A Atterri",S63217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),17:17 EDT,16:30 AST à temps,17:17 EDT à temps,47m,,,,,
"dim, 24. sept 2017 17:39 EDT A Atterri",AA971 AAL971 American Airlines (AA / AAL),Miami (MIA / KMIA),17:39 EDT,15:42 EDT 8 min retard,17:17 EDT 22 min tôt,1h 34m,,,,,
,,,,,,,,,,,
"dim, 24. sept 2017 18:00 EDT A Atterri",S62217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),18:00 EDT,17:15 AST à temps,18:00 EDT à temps,45m,,,,,
"dim, 24. sept 2017 18:00 EDT A Atterri",S6301 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de Cuba (SCU / MUCU),18:00 EDT,17:00 CDT à temps,18:00 EDT à temps,1h,,,,,
"dim, 24. sept 2017 18:00 EDT A Atterri",S63317 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),18:00 EDT,17:15 AST à temps,18:00 EDT à temps,45m,,,,,
"dim, 24. sept 2017 18:20 EDT A Atterri",AF618 AFR618 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),18:20 EDT,16:36 AST 16 min retard,18:33 EDT 13 min retard,1h 56m,,,,,
"dim, 24. sept 2017 19:45 EDT A Atterri",S6221 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de los Caballeros (STI / MDST),19:45 EDT,19:00 AST à temps,19:45 EDT à temps,45m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"lun, 25. sept 2017 07:48 EDT A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),07:48 EDT,06:05 EDT 5 min retard,07:34 EDT 14 min tôt,1h 28m,,,,,
"lun, 25. sept 2017 07:48 EDT A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),07:48 EDT,06:05 EDT 5 min retard,07:34 EDT 14 min tôt,1h 28m,,,,,
"lun, 25. sept 2017 08:00 EDT A Atterri",S6200 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (SDQ / MDSD),08:00 EDT,07:15 AST à temps,08:00 EDT à temps,45m,,,,,
"lun, 25. sept 2017 08:02 EDT A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:02 EDT,06:08 EDT 8 min retard,07:45 EDT 17 min tôt,1h 36m,,,,,
"lun, 25. sept 2017 08:30 EDT A Atterri",S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),08:30 EDT,08:00 EDT à temps,08:30 EDT à temps,30m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"lun, 25. sept 2017 09:00 EDT A Atterri",S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),09:00 EDT,08:15 AST à temps,09:00 EDT à temps,45m,,,,,
"lun, 25. sept 2017 09:00 EDT A Atterri",S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),09:00 EDT,08:15 AST à temps,09:00 EDT à temps,45m,,,,,
"lun, 25. sept 2017 09:11 EDT A Atterri",NK951 NKS951 Spirit Airlines (NK / NKS),Fort Lauderdale (FLL / KFLL),09:11 EDT,07:16 EDT 6 min retard,08:51 EDT 20 min tôt,1h 34m,,,,,
"lun, 25. sept 2017 09:20 EDT A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:20 EDT,07:25 EDT 10 min retard,09:05 EDT 14 min tôt,1h 40m,,,,,
"lun, 25. sept 2017 10:35 EDT A Atterri",S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),10:35 EDT,10:00 EDT à temps,10:35 EDT à temps,35m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"lun, 25. sept 2017 11:00 EDT A Atterri",AF613 AFR613 Air France (AF / AFR),Miami (MIA / KMIA),11:00 EDT,09:12 EDT 7 min retard,10:52 EDT 8 min tôt,1h 39m,,,,,
"lun, 25. sept 2017 11:00 EDT A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),11:00 EDT,05:00 UTC-05 planifié,12:00 EDT 1 h 0 min retard,6h,,,,,
"lun, 25. sept 2017 11:09 EDT A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:09 EDT,07:29 EDT 15 min retard,11:08 EDT à temps,3h 38m,,,,,
"lun, 25. sept 2017 11:10 EDT A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:10 EDT,07:22 EDT 12 min retard,10:44 EDT 26 min tôt,3h 21m,,,,,
"lun, 25. sept 2017 11:23 EDT A Atterri",II701 CSQ701 IBC Airways (II / CSQ),Miami (MIA / KMIA),11:23 EDT,09:48 EDT 1 h 18 min retard,12:43 EDT 1 h 20 min retard,2h 54m,,,,,
,,,,,,,,,,,
"lun, 25. sept 2017 11:50 EDT A Atterri",CU244 CUB244 Cubana (CU / CUB),Santiago de Cuba (SCU / MUCU),11:50 EDT,10:30 CDT planifié,11:23 EDT 26 min tôt,53m,,,,,
"lun, 25. sept 2017 11:55 EDT A Atterri",S6303 Flag of Haiti Sunrise Airways (S6 / KSZ),Camaguey (CMW / MUCM),11:55 EDT,10:45 CDT à temps,11:55 EDT à temps,1h 10m,,,,,
"lun, 25. sept 2017 12:59 EDT A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),12:59 EDT,11:15 EDT 26 min retard,12:54 EDT 5 min tôt,1h 38m,,,,,
"lun, 25. sept 2017 13:30 EDT A Atterri",S615 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),13:30 EDT,13:00 EDT à temps,13:30 EDT à temps,30m,,,,,
"lun, 25. sept 2017 14:35 EDT A Atterri",DL685 DAL685 Delta Air Lines (DL / DAL),Atlanta (ATL / KATL),14:35 EDT,11:39 EDT 9 min retard,14:16 EDT 19 min tôt,2h 36m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"lun, 25. sept 2017 15:01 EDT A Atterri",II703 IBC Airways (II / CSQ),Providenciales (PLS / MBPV),15:01 EDT,14:10 AST 10 min retard,15:01 EDT planifié,1h 1m,,,,,
"lun, 25. sept 2017 15:52 EDT A Atterri",B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),15:52 EDT,14:20 EDT 25 min retard,15:53 EDT à temps,1h 32m,,,,,
"lun, 25. sept 2017 16:35 EDT A Atterri",AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),16:35 EDT,14:33 EDT 3 min retard,16:06 EDT 29 min tôt,1h 32m,,,,,
"lun, 25. sept 2017 16:45 EDT A Atterri",S617 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),16:45 EDT,16:15 EDT à temps,16:45 EDT à temps,30m,,,,,
"lun, 25. sept 2017 17:17 EDT A Atterri",S62167 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),17:17 EDT,16:30 AST à temps,17:17 EDT à temps,47m,,,,,
,,,,,,,,,,,
"lun, 25. sept 2017 17:39 EDT A Atterri",AA971 AAL971 American Airlines (AA / AAL),Miami (MIA / KMIA),17:39 EDT,15:36 EDT 2 min retard,17:09 EDT 30 min tôt,1h 32m,,,,,
"lun, 25. sept 2017 17:50 EDT A Atterri",S6407 Flag of Haiti Sunrise Airways (S6 / KSZ),Willemstad (CUR / TNCC),17:50 EDT,16:20 AST à temps,17:50 EDT à temps,1h 30m,,,,,
"lun, 25. sept 2017 18:00 EDT A Atterri",S62217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),18:00 EDT,17:15 AST à temps,18:00 EDT à temps,45m,,,,,
"lun, 25. sept 2017 18:02 EDT A Atterri",IK2654 KAR2654 Angara Airlines (IK / AGU),Sao Paulo (GRU / SBGR),18:02 EDT,12:15 UTC-03 à temps,18:02 EDT à temps,6h 46m,,,,,
"lun, 25. sept 2017 18:20 EDT A Atterri",AF606 AFR606 Air France (AF / AFR),Pointe-a-Pitre (PTP / TFFR),18:20 EDT,16:37 AST 17 min retard,18:32 EDT 12 min retard,1h 54m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mar, 26. sept 2017 07:48 EDT A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),07:48 EDT,06:11 EDT 11 min retard,07:55 EDT 7 min retard,1h 43m,,,,,
"mar, 26. sept 2017 07:48 EDT A Atterri",B61509 JBU1509 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),07:48 EDT,06:11 EDT 11 min retard,07:55 EDT 7 min retard,1h 43m,,,,,
"mar, 26. sept 2017 08:02 EDT A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:02 EDT,06:08 EDT 8 min retard,07:48 EDT 14 min tôt,1h 39m,,,,,
"mar, 26. sept 2017 08:17 EDT A Atterri",S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),08:17 EDT,07:30 AST à temps,08:17 EDT à temps,47m,,,,,
"mar, 26. sept 2017 08:30 EDT A Atterri",S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),08:30 EDT,08:00 EDT à temps,08:30 EDT à temps,30m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mar, 26. sept 2017 09:00 EDT A Atterri",S61217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),09:00 EDT,08:15 AST à temps,09:00 EDT à temps,45m,,,,,
"mar, 26. sept 2017 09:20 EDT A Atterri",AA377 AAL377 American Airlines (AA / AAL),Miami (MIA / KMIA),09:20 EDT,07:23 EDT 8 min retard,09:01 EDT 19 min tôt,1h 37m,,,,,
"mar, 26. sept 2017 10:30 EDT A Atterri",S69901 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago (SCL / SCEL),10:30 EDT,01:00 UTC-03 à temps,10:30 EDT à temps,10h 30m,,,,,
"mar, 26. sept 2017 10:35 EDT A Atterri",S613 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),10:35 EDT,10:00 EDT à temps,10:35 EDT à temps,35m,,,,,
"mar, 26. sept 2017 11:00 EDT A Atterri",AF619 AFR619 Air France (AF / AFR),Miami (MIA / KMIA),11:00 EDT,09:18 EDT 13 min retard,11:02 EDT 2 min retard,1h 43m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mar, 26. sept 2017 11:00 EDT A Atterri",LW704 JMR704 Lumiwings (LW / LWI),Lima (LIM / SPJC),11:00 EDT,05:47 UTC-05 47 min retard,11:47 EDT 47 min retard,4h 59m,,,,,
"mar, 26. sept 2017 11:09 EDT A Atterri",B61835 JBU1835 JetBlue Airways (B6 / JBU),New York (JFK / KJFK),11:09 EDT,07:24 EDT 10 min retard,10:47 EDT 22 min tôt,3h 22m,,,,,
"mar, 26. sept 2017 11:10 EDT A Atterri",AA2175 AAL2175 American Airlines (AA / AAL),New York (JFK / KJFK),11:10 EDT,07:19 EDT 9 min retard,10:55 EDT 15 min tôt,3h 35m,,,,,
"mar, 26. sept 2017 12:00 EDT A Atterri",CU242 Cubana (CU / CUB),Camaguey (CMW / MUCM),12:00 EDT,10:00 CDT à temps,12:00 EDT à temps,2h,,,,,
"mar, 26. sept 2017 12:07 EDT A Atterri",CM202 CMP202 Copa Airlines (CM / CMP),Panama City (PTY / MPTO),12:07 EDT,09:01 EST 26 min retard,11:06 EDT 1 h 1 min tôt,1h 5m,,,,,
,,,,,,,,,,,
"mar, 26. sept 2017 12:59 EDT A Atterri",AA949 AAL949 American Airlines (AA / AAL),Miami (MIA / KMIA),12:59 EDT,10:54 EDT 5 min retard,12:38 EDT 20 min tôt,1h 43m,,,,,
"mar, 26. sept 2017 13:05 EDT A Atterri",WM803 Winair (WM / WIA),Sint Maarten (SXM / TNCM),13:05 EDT,11:25 AST à temps,13:05 EDT à temps,1h 40m,,,,,
"mar, 26. sept 2017 13:15 EDT Annulé",JY216 InterCaribbean Airways (JY / IWY),Providenciales (PLS / MBPV),13:15 EDT,,,1h 25m,,,,,
"mar, 26. sept 2017 13:30 EDT A Atterri",JY211 InterCaribbean Airways (JY / IWY),Flag of Haiti Cap-Haitien (CAP / MTCH),13:30 EDT,13:10 EDT à temps,13:30 EDT à temps,20m,,,,,
"mar, 26. sept 2017 13:30 EDT A Atterri",JY217 InterCaribbean Airways (JY / IWY),Flag of Haiti Cap-Haitien (CAP / MTCH),13:30 EDT,13:10 EDT à temps,13:30 EDT à temps,20m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mar, 26. sept 2017 13:30 EDT A Atterri",S615 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),13:30 EDT,13:00 EDT à temps,13:30 EDT à temps,30m,,,,,
"mar, 26. sept 2017 13:45 EDT A Atterri",AC1814 ROU1814 Air Canada (AC / ACA),Montreal (YUL / CYUL),13:45 EDT,09:46 EDT 21 min retard,13:41 EDT 4 min tôt,3h 54m,,,,,
"mar, 26. sept 2017 13:50 EDT A Atterri",S6403 Flag of Haiti Sunrise Airways (S6 / KSZ),Oranjestad (AUA / TNCA),13:50 EDT,12:25 AST à temps,13:50 EDT à temps,1h 25m,,,,,
"mar, 26. sept 2017 15:52 EDT A Atterri",B61709 JBU1709 JetBlue Airways (B6 / JBU),Fort Lauderdale (FLL / KFLL),15:52 EDT,14:06 EDT 11 min retard,15:38 EDT 14 min tôt,1h 31m,,,,,
"mar, 26. sept 2017 16:35 EDT A Atterri",AA2277 AAL2277 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),16:35 EDT,14:46 EDT 16 min retard,16:22 EDT 13 min tôt,1h 35m,,,,,
,,,,,,,,,,,
"mar, 26. sept 2017 16:45 EDT A Atterri",S617 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),16:45 EDT,16:15 EDT à temps,16:45 EDT à temps,30m,,,,,
"mar, 26. sept 2017 17:17 EDT A Atterri",S62167 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),17:17 EDT,16:30 AST à temps,17:17 EDT à temps,47m,,,,,
"mar, 26. sept 2017 17:39 EDT A Atterri",AA971 AAL971 American Airlines (AA / AAL),Miami (MIA / KMIA),17:39 EDT,15:42 EDT 8 min retard,17:19 EDT 20 min tôt,1h 36m,,,,,
"mar, 26. sept 2017 18:00 EDT A Atterri",S6301 Flag of Haiti Sunrise Airways (S6 / KSZ),Santiago de Cuba (SCU / MUCU),18:00 EDT,17:00 CDT à temps,18:00 EDT à temps,1h,,,,,
"mar, 26. sept 2017 18:00 EDT A Atterri",S62217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),18:00 EDT,17:15 AST à temps,18:00 EDT à temps,45m,,,,,
(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});,(adsbygoogle = window.adsbygoogle || []).push({});
"mar, 26. sept 2017 19:00 EDT A Atterri",S6405 Flag of Haiti Sunrise Airways (S6 / KSZ),Sint Maarten (SXM / TNCM),19:00 EDT,17:50 AST à temps,19:00 EDT à temps,1h 10m,,,,,
"mer, 27. sept 2017 08:02 EDT A Atterri",AA1158 AAL1158 American Airlines (AA / AAL),Fort Lauderdale (FLL / KFLL),08:02 EDT,06:12 EDT 12 min retard,07:56 EDT 6 min tôt,1h 43m,,,,,
"mer, 27. sept 2017 08:30 EDT A Atterri",S611 Flag of Haiti Sunrise Airways (S6 / KSZ),Flag of Haiti Cap-Haitien (CAP / MTCH),08:30 EDT,08:00 EDT à temps,08:30 EDT à temps,30m,,,,,
"mer, 27. sept 2017 08:46 EDT A Atterri",IK2656 KAR2656 Angara Airlines (IK / AGU),Asuncion (ASU / SGAS),08:46 EDT,02:07 UTC-04 à temps,08:46 EDT à temps,6h 39m,,,,,
"mer, 27. sept 2017 09:00 EDT A Atterri",S6217 Flag of Haiti Sunrise Airways (S6 / KSZ),Santo Domingo (JBQ / MDJB),09:00 EDT,08:15 AST à temps,09:00 EDT à temps,45m,,,,,
